Model,Year,Motor Type,Mileage,Color,Body Type,Price,Motor Volume,Transmission Type,Transmission Speeds,date,Manuf,Model Short
Citroen Jumper,2024.0,Dīzelis,10.0,Balta,Mikroautobuss,39710.0,2.2,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Berlingo,2006.0,Dīzelis,240061.0,Balta,-,2650.0,1.9,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C3,2017.0,Benzīns,95795.0,Zila,Hečbeks,7350.0,1.2,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen Berlingo,2008.0,Dīzelis,354324.0,Balta,-,250.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C4 Picasso,2014.0,Dīzelis,205300.0,Baltametālika,Hečbeks,5950.0,1.6,Manuāla,,2024-10-12,Citroen,C4 Picasso
Citroen Berlingo,2011.0,Dīzelis,,Zaļametālika,Minivens,4200.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen C4 Picasso,2012.0,Benzīns,217367.0,Brūna,Minivens,3900.0,1.6,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen Jumper,2020.0,Dīzelis,,Balta,-,12700.0,2.2,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen DS,2014.0,Hybrid,324000.0,Baltametālika,Hečbeks,9300.0,2.0,Automāts,6.0,2024-10-12,Citroen,DS
Citroen C4 Picasso,2011.0,Dīzelis,,Zilametālika,Minivens,4950.0,1.6,Manuāla,6.0,2024-10-12,Citroen,C4 Picasso
Citroen DS,2012.0,Dīzelis,,Melna,Hečbeks,5650.0,1.6,Manuāla,6.0,2024-10-12,Citroen,DS
Citroen Berlingo,2011.0,Dīzelis,,Sudraba,Minivens,4190.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2016.0,Dīzelis,259000.0,Balta,Minivens,5225.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2018.0,Dīzelis,136100.0,Baltametālika,Minivens,7950.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen Jumper,2010.0,Dīzelis,,Balta,-,5100.0,2.2,Manuāla,,2024-10-12,Citroen,Jumper
Citroen C3,2003.0,Benzīns,,Sarkanametālika,Hečbeks,1300.0,1.1,Manuāla,,2024-10-12,Citroen,C3
Citroen C4 Cactus,2014.0,Dīzelis,183193.0,Sarkanametālika,Apvidus,6200.0,1.6,Automāts,,2024-10-12,Citroen,C4 Cactus
Citroen C3,2006.0,Benzīns,,Pelēka,Hečbeks,1600.0,1.6,Manuāla,,2024-10-12,Citroen,C3
Citroen C3,2015.0,Dīzelis,175150.0,Melnametālika,Hečbeks,5590.0,1.4,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen C4,2022.0,Dīzelis,114000.0,Pelēkametālika,Apvidus,17490.0,1.5,Automāts,,2024-10-12,Citroen,C4
Citroen C4 Picasso,2014.0,Dīzelis,194000.0,Sudrabametālika,Minivens,8800.0,2.0,Manuāla,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C5,2007.0,Benzīns,148777.0,Gaiši,Hečbeks,1550.0,2.0,Manuāla,5.0,2024-10-12,Citroen,C5
Citroen Xsara Picasso,2007.0,Benzīns,153548.0,Brūnametālika,Hečbeks,2300.0,1.6,Manuāla,,2024-10-12,Citroen,Xsara Picasso
Citroen C4 Cactus,2015.0,Dīzelis,200000.0,Melnametālika,Kupeja,7790.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Cactus
Citroen C4,2017.0,Benzīns,42000.0,Brūnametālika,Hečbeks,10250.0,1.2,Automāts,6.0,2024-10-12,Citroen,C4
Citroen C4 Picasso,2011.0,Dīzelis,373000.0,Gaiši,Minivens,3799.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C4 Picasso,2009.0,Benzīns,236000.0,Pelēkametālika,Hečbeks,2491.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C4 Picasso
Citroen Berlingo,2007.0,Benzīns/gāze,265938.0,Balta,-,350.0,1.4,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen C4,2008.0,Benzīns,143300.0,Gaiši,Hečbeks,600.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C4
Citroen C5,2013.0,Dīzelis,,Melnametālika,Sedans,4850.0,2.0,Manuāla,6.0,2024-10-12,Citroen,C5
Citroen DS,2013.0,Hybrid,224000.0,Pelēkametālika,Hečbeks,8380.0,2.0,Automāts,6.0,2024-10-12,Citroen,DS
Citroen C4,2012.0,Dīzelis,300000.0,Melnametālika,Hečbeks,3870.0,1.6,Manuāla,6.0,2024-10-12,Citroen,C4
Citroen C4 Picasso,2016.0,Dīzelis,209917.0,Melnametālika,Minivens,9950.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C4 Picasso,2017.0,Benzīns,135000.0,Zilametālika,Minivens,10990.0,1.2,Manuāla,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C4 Picasso,2017.0,Dīzelis,180000.0,Melnametālika,Minivens,12990.0,1.6,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen C5,2008.0,Dīzelis,400000.0,Melnametālika,Sedans,3450.0,2.0,Manuāla,6.0,2024-10-12,Citroen,C5
Citroen C3 Aircross,2018.0,Dīzelis,,Pelēkametālika,Hečbeks,8950.0,1.6,Manuāla,,2024-10-12,Citroen,C3 Aircross
Citroen Jumpy,2008.0,Dīzelis,126249.0,Pelēkametālika,Mikroautobuss,3999.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen Berlingo,2014.0,Dīzelis,217000.0,Sudraba,-,5990.0,1.6,Automāts,6.0,2024-10-12,Citroen,Berlingo
Citroen Jumper,2018.0,Dīzelis,199900.0,Balta,-,12200.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Berlingo,2024.0,Dīzelis,10.0,Pelēkametālika,Minivens,32230.0,1.5,Automāts,8.0,2024-10-12,Citroen,Berlingo
Citroen C4 Picasso,2015.0,Dīzelis,194956.0,Tumši,Minivens,9850.0,1.6,Automāts,8.0,2024-10-12,Citroen,C4 Picasso
Citroen Jumpy,2007.0,Dīzelis,384000.0,Balta,Minivens,3200.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen C4 Picasso,2008.0,Dīzelis,,Violetametālika,Minivens,1950.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C4 Picasso
Citroen C4 Picasso,2009.0,Dīzelis,150000.0,Zila,Minivens,3150.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C5,2010.0,Dīzelis,,Pelēkametālika,Universāls,2685.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C5
Citroen C5,2010.0,Dīzelis,229000.0,Melnametālika,Universāls,3999.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C5
Citroen C4 Cactus,2015.0,Dīzelis,170700.0,Pelēka,Hečbeks,7000.0,1.6,Automāts,,2024-10-12,Citroen,C4 Cactus
Citroen Berlingo,2010.0,Dīzelis,211588.0,Sudraba,Minivens,5550.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2010.0,Benzīns,211000.0,Balta,Minivens,500.0,1.4,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C4 Picasso,2014.0,Dīzelis,216347.0,Sudrabametālika,Minivens,7950.0,1.6,Manuāla,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C3,2012.0,Benzīns,122000.0,Pelēka,Hečbeks,3100.0,1.4,Manuāla,,2024-10-12,Citroen,C3
Citroen Berlingo,2023.0,Dīzelis,10.0,Balta,Hečbeks,26000.0,1.5,Automāts,8.0,2024-10-12,Citroen,Berlingo
Citroen AMI,2024.0,,10.0,Pelēka,Hečbeks,9990.0,,Automāts,,2024-10-12,Citroen,AMI
Citroen C4 Picasso,2008.0,Dīzelis,,Pelēka,Hečbeks,800.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C4 Picasso
Citroen Berlingo,2024.0,Dīzelis,10.0,Gaiši,Minivens,32230.0,1.5,Automāts,8.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2024.0,Benzīns,10.0,Zilametālika,Minivens,24200.0,1.2,Manuāla,6.0,2024-10-12,Citroen,Berlingo
Citroen C3,2019.0,Dīzelis,146000.0,Sarkanametālika,Hečbeks,8350.0,1.6,Manuāla,,2024-10-12,Citroen,C3
Citroen Jumper,2009.0,Dīzelis,321214.0,Zila,Mikroautobuss,4300.0,2.2,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Berlingo,2018.0,Dīzelis,159000.0,Balta,-,7100.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen C3,2021.0,Benzīns,95000.0,Balta,Hečbeks,10950.0,1.2,Manuāla,,2024-10-12,Citroen,C3
Citroen C3,2016.0,Benzīns,165200.0,Balta,Hečbeks,5250.0,1.2,Manuāla,,2024-10-12,Citroen,C3
Citroen Jumper,2012.0,Dīzelis,320443.0,Balta,Mikroautobuss,5450.0,2.2,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Citi,,,,,,,,,,2024-10-12,Citroen,Citi
Citroen Nemo,2009.0,Dīzelis,272868.0,Pelēka,Mikroautobuss,1900.0,1.4,Automāts,,2024-10-12,Citroen,Nemo
Citroen C3 Picasso,2010.0,Dīzelis,303000.0,Sarkana,Universāls,2200.0,1.6,Manuāla,,2024-10-12,Citroen,C3 Picasso
Citroen C2,2005.0,Benzīns,201728.0,Sarkanametālika,Kupeja,1400.0,1.6,Automāts,5.0,2024-10-12,Citroen,C2
Citroen C5 Aircross,2024.0,Dīzelis,10.0,Pelēkametālika,Apvidus,26990.0,1.5,Automāts,8.0,2024-10-12,Citroen,C5 Aircross
Citroen C5 Aircross,2024.0,Dīzelis,10.0,Pelēkametālika,Apvidus,26990.0,1.5,Automāts,8.0,2024-10-12,Citroen,C5 Aircross
Citroen C5,2024.0,Dīzelis,10.0,Pelēkametālika,Apvidus,26990.0,1.5,Automāts,8.0,2024-10-12,Citroen,C5
Citroen C5 Aircross,2024.0,Dīzelis,10.0,Pelēkametālika,Apvidus,26990.0,1.5,Automāts,8.0,2024-10-12,Citroen,C5 Aircross
Citroen C5 Aircross,2024.0,Dīzelis,10.0,Pelēka,Apvidus,26990.0,1.5,Automāts,8.0,2024-10-12,Citroen,C5 Aircross
Citroen C4 Picasso,2011.0,Dīzelis,347392.0,Brūna,Minivens,4190.0,1.6,Manuāla,,2024-10-12,Citroen,C4 Picasso
Citroen C3,2003.0,Dīzelis,186709.0,Melna,Hečbeks,1250.0,1.4,Manuāla,,2024-10-12,Citroen,C3
Citroen C4 Picasso,2015.0,Dīzelis,139000.0,Sarkanametālika,Minivens,10999.0,2.0,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen C4 Picasso,2017.0,Dīzelis,259935.0,Balta,Mikroautobuss,7800.0,1.6,Manuāla,6.0,2024-10-12,Citroen,C4 Picasso
Citroen Berlingo,2022.0,Benzīns,5300.0,Pelēkametālika,Minivens,22499.0,1.2,Automāts,,2024-10-12,Citroen,Berlingo
Citroen Jumper,2005.0,Dīzelis,366000.0,Sarkana,Mikroautobuss,650.0,2.7,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Berlingo,2015.0,Dīzelis,268000.0,Balta,Minivens,5350.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C4 Picasso,2012.0,Dīzelis,178677.0,Brūna,Minivens,5499.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen DS,2014.0,Benzīns,132375.0,Melna,Hečbeks,6000.0,1.6,Manuāla,,2024-10-12,Citroen,DS
Citroen C3,2011.0,Dīzelis,192295.0,Balta,Hečbeks,3600.0,1.4,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen Berlingo,2019.0,Benzīns,47500.0,Zilametālika,Minivens,13899.0,1.2,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen C4,2015.0,Dīzelis,236900.0,Balta,Sedans,3550.0,1.6,Manuāla,,2024-10-12,Citroen,C4
Citroen Berlingo,2008.0,Dīzelis,330000.0,Balta,Universāls,800.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen Jumpy,2022.0,Dīzelis,,Pelēka,Mikroautobuss,25900.0,1.5,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen C4 Picasso,2009.0,Dīzelis,280000.0,Dzeltena,Minivens,3200.0,1.6,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen C4,2008.0,Benzīns,,Melna,Kupeja,2399.0,1.6,Automāts,,2024-10-12,Citroen,C4
Citroen Berlingo,2016.0,Dīzelis,,Baltametālika,Mikroautobuss,5850.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C-Crosser,2010.0,Dīzelis,,Sudraba,Apvidus,6050.0,2.2,Automāts,,2024-10-12,Citroen,C-Crosser
Citroen Berlingo,2018.0,Dīzelis,82666.0,Brūna,-,9800.0,1.6,Automāts,6.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2010.0,Dīzelis,184444.0,Sudraba,Minivens,5450.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen DS,2014.0,Dīzelis,,Balta,Hečbeks,6450.0,1.6,Manuāla,,2024-10-12,Citroen,DS
Citroen Jumper,2013.0,Dīzelis,,Baltametālika,Mikroautobuss,7999.0,3.0,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Jumper,2017.0,Dīzelis,144249.0,Balta,Mikroautobuss,12900.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Berlingo,2011.0,Dīzelis,282100.0,Pelēka,Minivens,5500.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2004.0,Benzīns/gāze,239000.0,Zila,Universāls,500.0,1.3,Manuāla,6.0,2024-10-12,Citroen,Berlingo
Citroen C5 Aircross,2019.0,Benzīns,40000.0,Baltametālika,Universāls,19390.0,1.6,Automāts,8.0,2024-10-12,Citroen,C5 Aircross
Citroen C5 Aircross,2019.0,Benzīns,60000.0,Pelēkametālika,Universāls,18990.0,1.6,Automāts,8.0,2024-10-12,Citroen,C5 Aircross
Citroen Jumpy,2009.0,Dīzelis,,Sudraba,Mikroautobuss,5990.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen C3,2012.0,Dīzelis,265000.0,Sudrabametālika,Hečbeks,3050.0,1.4,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen C1,2006.0,Benzīns,154336.0,Sarkana,Hečbeks,1250.0,1.0,Manuāla,5.0,2024-10-12,Citroen,C1
Citroen DS,2013.0,Hybrid,208076.0,Pelēkametālika,Hečbeks,7000.0,2.0,Automāts,6.0,2024-10-12,Citroen,DS
Citroen C-Crosser,2008.0,Dīzelis,236416.0,Melnametālika,Apvidus,3920.0,2.2,Manuāla,6.0,2024-10-12,Citroen,C-Crosser
Citroen C4 Picasso,2008.0,Dīzelis,290000.0,,Minivens,2666.0,2.0,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen Jumpy,2018.0,Dīzelis,182000.0,Melna,Mikroautobuss,24500.0,2.0,Automāts,6.0,2024-10-12,Citroen,Jumpy
Citroen Jumpy,2020.0,Dīzelis,146793.0,Balta,-,16100.0,2.0,Automāts,,2024-10-12,Citroen,Jumpy
Citroen C4 Cactus,2015.0,Benzīns,157345.0,Pelēka,Hečbeks,7550.0,1.2,Automāts,,2024-10-12,Citroen,C4 Cactus
Citroen C5,2010.0,Dīzelis,183000.0,Baltametālika,Sedans,3700.0,3.0,Automāts,6.0,2024-10-12,Citroen,C5
Citroen C5,2022.0,Benzīns,52000.0,Melnametālika,Hečbeks,22900.0,1.2,Automāts,8.0,2024-10-12,Citroen,C5
Citroen Jumpy,2020.0,Dīzelis,162000.0,Pelēkametālika,Mikroautobuss,17900.0,1.5,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen Berlingo,2013.0,Benzīns,190400.0,Balta,Universāls,5100.0,1.6,Manuāla,,2024-10-12,Citroen,Berlingo
Citroen Jumpy,2016.0,Dīzelis,,Sudraba,Mikroautobuss,5500.0,2.0,Manuāla,,2024-10-12,Citroen,Jumpy
Citroen Berlingo,2012.0,Dīzelis,222000.0,Zaļametālika,Minivens,5000.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2020.0,Benzīns,102000.0,Pelēkametālika,Minivens,15900.0,1.2,Automāts,,2024-10-12,Citroen,Berlingo
Citroen C4,2008.0,Benzīns,,Pelēkametālika,Hečbeks,2200.0,1.6,Automāts,,2024-10-12,Citroen,C4
Citroen Jumper,2007.0,Dīzelis,,Pelēka,-,6100.0,2.2,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen C4,2008.0,Benzīns,444000.0,Balta,Hečbeks,990.0,1.4,Manuāla,,2024-10-12,Citroen,C4
Citroen C4,2007.0,Benzīns,170300.0,Violetametālika,Hečbeks,1499.0,1.6,Automāts,4.0,2024-10-12,Citroen,C4
Citroen C-Crosser,2009.0,Dīzelis,,,Apvidus,4900.0,2.2,Manuāla,6.0,2024-10-12,Citroen,C-Crosser
Citroen C4,2005.0,Benzīns,179854.0,Sudrabametālika,Hečbeks,1400.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C4
Citroen C4 Cactus,2015.0,Dīzelis,136999.0,Pelēkametālika,Apvidus,7699.0,1.6,Manuāla,,2024-10-12,Citroen,C4 Cactus
Citroen Jumper,2006.0,Dīzelis,211000.0,Balta,Mikroautobuss,2000.0,2.2,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen C4 Picasso,2012.0,Dīzelis,295000.0,Zilametālika,Minivens,3800.0,1.6,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen Jumper,2011.0,Dīzelis,224000.0,Balta,-,7700.0,2.2,Manuāla,,2024-10-12,Citroen,Jumper
Citroen C3,2009.0,Dīzelis,221372.0,,Hečbeks,650.0,1.4,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen C4,2007.0,Dīzelis,320000.0,Melna,Hečbeks,1600.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C4
Citroen C3,2017.0,Benzīns,90000.0,Sarkana,Hečbeks,6950.0,1.2,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen C4 Picasso,2010.0,Dīzelis,,Melna,Minivens,3890.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C5 Tourer,2012.0,Dīzelis,231879.0,Balta,Universāls,4900.0,2.2,Automāts,6.0,2024-10-12,Citroen,C5 Tourer
Citroen C4,2007.0,Dīzelis,226850.0,Melnametālika,Kupeja,990.0,2.0,Manuāla,,2024-10-12,Citroen,C4
Citroen C4 Picasso,2007.0,Dīzelis,250000.0,Gaiši,Universāls,2300.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen Berlingo,1999.0,Dīzelis,463395.0,,-,800.0,1.8,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C4 Picasso,2017.0,Dīzelis,180000.0,Pelēkametālika,Minivens,9990.0,1.6,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen Berlingo,2011.0,Dīzelis,307000.0,Sudrabametālika,Minivens,2600.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2019.0,Dīzelis,,Sarkana,Minivens,13990.0,1.5,Automāts,,2024-10-12,Citroen,Berlingo
Citroen C5,2009.0,Dīzelis,,Pelēkametālika,Sedans,1490.0,2.0,Automāts,,2024-10-12,Citroen,C5
Citroen C3,2018.0,Benzīns,,,Hečbeks,7950.0,1.2,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen Jumpy,2018.0,Dīzelis,225434.0,Balta,Mikroautobuss,10700.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen Jumpy,2009.0,Dīzelis,392000.0,Balta,Mikroautobuss,2000.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen DS,2010.0,Dīzelis,242317.0,Melna,Kupeja,3650.0,1.6,Manuāla,6.0,2024-10-12,Citroen,DS
Citroen Berlingo,2007.0,Benzīns/gāze,240152.0,Balta,Universāls,350.0,1.4,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C5 Aircross,2024.0,Dīzelis,10000.0,Zilametālika,Apvidus,29000.0,1.5,Automāts,8.0,2024-10-12,Citroen,C5 Aircross
Citroen C3,2019.0,Benzīns,39033.0,Melna,Hečbeks,10250.0,1.2,Manuāla,7.0,2024-10-12,Citroen,C3
Citroen C4,2005.0,Dīzelis,247530.0,Gaiši,Hečbeks,1500.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C4
Citroen Jumper,2009.0,Dīzelis,189000.0,Balta,Pikaps,3900.0,2.2,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen Nemo,2008.0,Dīzelis,,Dzeltena,Universāls,950.0,1.4,Manuāla,5.0,2024-10-12,Citroen,Nemo
Citroen C3,2008.0,Dīzelis,,Sudraba,Hečbeks,450.0,1.6,Manuāla,,2024-10-12,Citroen,C3
Citroen DS,2012.0,Dīzelis,,Sudrabametālika,Hečbeks,7890.0,2.0,Automāts,6.0,2024-10-12,Citroen,DS
Citroen C5,2005.0,Benzīns,313000.0,Pelēka,Hečbeks,450.0,2.0,Manuāla,5.0,2024-10-12,Citroen,C5
Citroen C3,2016.0,Dīzelis,,Sarkanametālika,Hečbeks,7500.0,1.6,Manuāla,,2024-10-12,Citroen,C3
Citroen Berlingo,2018.0,Dīzelis,200430.0,Balta,Minivens,7200.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C3,2019.0,Benzīns,,Melnametālika,Hečbeks,10990.0,1.2,Automāts,,2024-10-12,Citroen,C3
Citroen Jumpy,2018.0,Dīzelis,77400.0,Sarkana,Mikroautobuss,27500.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen Berlingo,2013.0,Dīzelis,,Gaiši,-,3700.0,1.6,Automāts,,2024-10-12,Citroen,Berlingo
Citroen C-Crosser,2008.0,Dīzelis,205000.0,Sudrabametālika,Apvidus,3900.0,2.2,Manuāla,6.0,2024-10-12,Citroen,C-Crosser
Citroen C4 Picasso,2008.0,Dīzelis,,Melna,Minivens,4200.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen DS,2012.0,Dīzelis,249724.0,Sudrabametālika,Hečbeks,4300.0,2.0,Manuāla,6.0,2024-10-12,Citroen,DS
Citroen Jumper,2019.0,Dīzelis,,Balta,-,11900.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen C4 Picasso,2008.0,Dīzelis,320000.0,Sudraba,Minivens,1750.0,2.0,Automāts,,2024-10-12,Citroen,C4 Picasso
Citroen Jumpy,2018.0,Dīzelis,150000.0,Balta,Mikroautobuss,16000.0,2.0,Manuāla,,2024-10-12,Citroen,Jumpy
Citroen C4 Picasso,2017.0,Dīzelis,208000.0,Pelēkametālika,Minivens,12000.0,1.6,Manuāla,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C1,2014.0,Benzīns,,Melnametālika,Hečbeks,4700.0,1.0,Manuāla,5.0,2024-10-12,Citroen,C1
Citroen Berlingo,2010.0,Dīzelis,345600.0,Melna,Mikroautobuss,3250.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C8,2005.0,Dīzelis,410000.0,Sudraba,Minivens,1100.0,2.2,Manuāla,6.0,2024-10-12,Citroen,C8
Citroen Jumpy,2018.0,Dīzelis,156256.0,Melna,Minivens,25289.0,2.0,Automāts,6.0,2024-10-12,Citroen,Jumpy
Citroen C4 Cactus,2019.0,Benzīns,110000.0,Balta,Hečbeks,9900.0,1.2,Automāts,6.0,2024-10-12,Citroen,C4 Cactus
Citroen C4,2024.0,Benzīns,10.0,Violetametālika,Hečbeks,25500.0,1.2,Automāts,8.0,2024-10-12,Citroen,C4
Citroen Berlingo,2024.0,Dīzelis,10.0,Zaļametālika,Minivens,32230.0,1.5,Automāts,8.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2024.0,Benzīns,10.0,Zaļa,Minivens,22400.0,1.2,Manuāla,6.0,2024-10-12,Citroen,Berlingo
Citroen C-Zero,2017.0,,,Balta,Hečbeks,7700.0,,Automāts,,2024-10-12,Citroen,C-Zero
Citroen C4,2012.0,Dīzelis,155744.0,Melnametālika,Hečbeks,5900.0,1.6,Automāts,,2024-10-12,Citroen,C4
Citroen Jumpy,2016.0,Dīzelis,304862.0,Balta,-,7500.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumpy
Citroen C4,2007.0,Benzīns,185000.0,Sarkana,Hečbeks,2099.0,2.0,Manuāla,,2024-10-12,Citroen,C4
Citroen C5,2007.0,Dīzelis,455555.0,Pelēka,Pikaps,600.0,1.6,Automāts,5.0,2024-10-12,Citroen,C5
Citroen C5,2013.0,Dīzelis,240606.0,Melna,Universāls,5850.0,2.0,Manuāla,,2024-10-12,Citroen,C5
Citroen C5 Tourer,2009.0,Dīzelis,230000.0,Zilametālika,Universāls,4800.0,2.0,Automāts,6.0,2024-10-12,Citroen,C5 Tourer
Citroen C4 Picasso,2007.0,Benzīns/gāze,317000.0,Dzeltenametālika,Minivens,2250.0,2.0,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen Jumper,2018.0,Dīzelis,,Balta,-,12100.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen C4 Picasso,2010.0,Dīzelis,336000.0,Pelēka,Minivens,3600.0,1.6,Automāts,6.0,2024-10-12,Citroen,C4 Picasso
Citroen C5,2009.0,Benzīns,186581.0,Melnametālika,Sedans,2400.0,2.0,Automāts,,2024-10-12,Citroen,C5
Citroen C4,2022.0,Dīzelis,35600.0,Pelēkametālika,Apvidus,20700.0,1.5,Automāts,8.0,2024-10-12,Citroen,C4
Citroen C3,2005.0,Benzīns,262000.0,Melna,Hečbeks,950.0,1.6,Manuāla,5.0,2024-10-12,Citroen,C3
Citroen Jumper,2018.0,Dīzelis,,Melna,-,10700.0,2.0,Manuāla,6.0,2024-10-12,Citroen,Jumper
Citroen C4 Picasso,2014.0,Dīzelis,245929.0,Pelēka,Minivens,8500.0,2.0,Manuāla,6.0,2024-10-12,Citroen,C4 Picasso
Citroen Berlingo,2010.0,Dīzelis,384000.0,Balta,Mikroautobuss,3000.0,1.6,Manuāla,5.0,2024-10-12,Citroen,Berlingo
Citroen C4,2024.0,Benzīns,10.0,Sarkanametālika,Hečbeks,25500.0,1.2,Automāts,8.0,2024-10-12,Citroen,C4
Citroen C4,2024.0,Hybrid,10.0,Balta,Hečbeks,30150.0,1.2,Automāts,8.0,2024-10-12,Citroen,C4
Citroen C3,2024.0,,10.0,Zilametālika,Hečbeks,29380.0,,Automāts,,2024-10-12,Citroen,C3
Citroen C4,2023.0,Benzīns,10.0,Balta,Sedans,28900.0,1.2,Automāts,8.0,2024-10-12,Citroen,C4
Citroen Berlingo,2024.0,Benzīns,10.0,Balta,Universāls,22170.0,1.2,Manuāla,6.0,2024-10-12,Citroen,Berlingo
Citroen Berlingo,2024.0,Benzīns,10.0,Balta,Mikroautobuss,20500.0,1.2,Manuāla,6.0,2024-10-12,Citroen,Berlingo
Citroen C4,2024.0,Benzīns,10.0,Melnametālika,Hečbeks,25500.0,1.2,Automāts,8.0,2024-10-12,Citroen,C4
Citroen C3,2024.0,,10.0,Zilametālika,Hečbeks,24880.0,,Automāts,,2024-10-12,Citroen,C3
